manuscript_id	detagged_id	standard_id	short_id
doi:10.1137/1.9781611972795.67	doi:10.1137/1.9781611972795.67	doi:10.1137/1.9781611972795.67	iKOIEzQ9
url:https://github.com/greenelab/hetmech/pull/96	url:https://github.com/greenelab/hetmech/pull/96	url:https://github.com/greenelab/hetmech/pull/96	DwbABa00
